id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_4224,"Salame Citrico","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2020/11/salame-citrico-1.jpg,https://latablita.com.ar/tienda/salame-citrico/?attribute_pa_peso=03-300-grs,"Fiambres, Salames","Fiambrería La Tablita",1050ARS,in stock,wc_post_id_2718,https://latablita.com.ar/carrito/?add-to-cart=2718&variation_id=4224&attribute_pa_peso=03-300-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1050ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_4223,"Salame Citrico","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2020/11/salame-citrico-1.jpg,https://latablita.com.ar/tienda/salame-citrico/?attribute_pa_peso=02-200-grs,"Fiambres, Salames","Fiambrería La Tablita",700ARS,in stock,wc_post_id_2718,https://latablita.com.ar/carrito/?add-to-cart=2718&variation_id=4223&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,700ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
wc_post_id_4222,"Salame Citrico","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2020/11/salame-citrico-1.jpg,https://latablita.com.ar/tienda/salame-citrico/?attribute_pa_peso=01-100-grs,"Fiambres, Salames","Fiambrería La Tablita",350ARS,in stock,wc_post_id_2718,https://latablita.com.ar/carrito/?add-to-cart=2718&variation_id=4222&attribute_pa_peso=01-100-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,350ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:01 - 100 grs"
wc_post_id_4194,"Paleggio","PALEGGIO 
¿Sos de los Fans de los quesos intensos ? ¡Esto es algo especial para vos! 
No te podes perder esta delicia!!! 
Taleggio Patagonico by @queseriaventimiglia  en Neuquén 
Queso de cáscara lavada elaborado con pura leche de Vaca jersey 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/07/Paleggio.jpg,https://latablita.com.ar/tienda/paleggio/,"Quesos, Blandos","Fiambrería La Tablita",858ARS,in stock,wc_post_id_4194,https://latablita.com.ar/carrito/?add-to-cart=4194,"https://latablita.com.ar/wp-content/uploads/2021/07/Paleggio-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,858ARS,new,published,,
F19_4192,"Jamón Crudo Jabugo Pata Negra","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2019/11/foto-72.jpg,https://latablita.com.ar/tienda/crudo-espanol-iberico-de-cebo/?attribute_pa_peso=02-200-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",7998ARS,in stock,F19_570,https://latablita.com.ar/carrito/?add-to-cart=570&variation_id=4192&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7998ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs:02 - 200 grs"
F19_4191,"Jamón Crudo Jabugo Pata Negra","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2019/11/foto-72.jpg,https://latablita.com.ar/tienda/crudo-espanol-iberico-de-cebo/?attribute_pa_peso=01-100-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",3999ARS,in stock,F19_570,https://latablita.com.ar/carrito/?add-to-cart=570&variation_id=4191&attribute_pa_peso=01-100-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3999ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs:01 - 100 grs"
wc_post_id_4183,"Ciervo Ahumado","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2021/06/ciervo.jpg,https://latablita.com.ar/tienda/ciervo-ahumado/?attribute_pa_peso=02-200-grs,"Fiambres","Fiambrería La Tablita",1180ARS,in stock,wc_post_id_4181,https://latablita.com.ar/carrito/?add-to-cart=4181&variation_id=4183&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1180ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
wc_post_id_4184,"Ciervo Ahumado","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2021/06/ciervo.jpg,https://latablita.com.ar/tienda/ciervo-ahumado/?attribute_pa_peso=03-300-grs,"Fiambres","Fiambrería La Tablita",1770ARS,in stock,wc_post_id_4181,https://latablita.com.ar/carrito/?add-to-cart=4181&variation_id=4184&attribute_pa_peso=03-300-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1770ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_4182,"Ciervo Ahumado","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2021/06/ciervo.jpg,https://latablita.com.ar/tienda/ciervo-ahumado/?attribute_pa_peso=01-100-grs,"Fiambres","Fiambrería La Tablita",590ARS,in stock,wc_post_id_4181,https://latablita.com.ar/carrito/?add-to-cart=4181&variation_id=4182&attribute_pa_peso=01-100-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,590ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:01 - 100 grs"
wc_post_id_4178,"Azul Tres Leches","Queso Azul Tres leches 
 
Elaborado con leche de oveja, cabra y Jersey 
 
Originario de la Patagonia Argentina 
 
Super sabroso y depende el punto de estacionamiento puede ser cremoso 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/06/3-leches.jpg,https://latablita.com.ar/tienda/azul-tres-leches/,"Quesos, Azules, Cabra, Oveja","Fiambrería La Tablita",1118ARS,in stock,wc_post_id_4178,https://latablita.com.ar/carrito/?add-to-cart=4178,"https://latablita.com.ar/wp-content/uploads/2021/06/3-leches-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1118ARS,new,published,,
wc_post_id_4174,"Port Salut","Peso: 06- 1 kilo",https://latablita.com.ar/wp-content/uploads/2021/06/Port-Salut.jpg,https://latablita.com.ar/tienda/port-salut/?attribute_pa_peso=06-1-kilo,"Quesos, Aptos Celiacos, Blandos","Fiambrería La Tablita",850ARS,in stock,wc_post_id_4172,https://latablita.com.ar/carrito/?add-to-cart=4172&variation_id=4174&attribute_pa_peso=06-1-kilo,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850ARS,new,published,,"peso:05- 500 grs/06- 1 kilo:06- 1 kilo"
wc_post_id_4173,"Port Salut","Peso: 05- 500 grs",https://latablita.com.ar/wp-content/uploads/2021/06/Port-Salut.jpg,https://latablita.com.ar/tienda/port-salut/?attribute_pa_peso=05-500-grs,"Quesos, Aptos Celiacos, Blandos","Fiambrería La Tablita",425ARS,in stock,wc_post_id_4172,https://latablita.com.ar/carrito/?add-to-cart=4172&variation_id=4173&attribute_pa_peso=05-500-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,425ARS,new,published,,"peso:05- 500 grs/06- 1 kilo:05- 500 grs"
wc_post_id_4151,"Salame Holstein","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2021/06/holstein-2.jpg,https://latablita.com.ar/tienda/salame-holstein/?attribute_pa_peso=01-100-grs,"Fiambres, Salames","Fiambrería La Tablita",250ARS,in stock,wc_post_id_4150,https://latablita.com.ar/carrito/?add-to-cart=4150&variation_id=4151&attribute_pa_peso=01-100-grs,"https://latablita.com.ar/wp-content/uploads/2021/06/holstein.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,250ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:01 - 100 grs"
wc_post_id_4153,"Salame Holstein","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2021/06/holstein-2.jpg,https://latablita.com.ar/tienda/salame-holstein/?attribute_pa_peso=03-300-grs,"Fiambres, Salames","Fiambrería La Tablita",750ARS,in stock,wc_post_id_4150,https://latablita.com.ar/carrito/?add-to-cart=4150&variation_id=4153&attribute_pa_peso=03-300-grs,"https://latablita.com.ar/wp-content/uploads/2021/06/holstein.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_4152,"Salame Holstein","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2021/06/holstein-2.jpg,https://latablita.com.ar/tienda/salame-holstein/?attribute_pa_peso=02-200-grs,"Fiambres, Salames","Fiambrería La Tablita",500ARS,in stock,wc_post_id_4150,https://latablita.com.ar/carrito/?add-to-cart=4150&variation_id=4152&attribute_pa_peso=02-200-grs,"https://latablita.com.ar/wp-content/uploads/2021/06/holstein.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,500ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
wc_post_id_4140,"Ricota","Ricota con crema 
 
cantidad 300 gramos",https://latablita.com.ar/wp-content/uploads/2021/06/ricota.jpg,https://latablita.com.ar/tienda/ricota/,"Quesos, Aptos Celiacos, Blandos","Fiambrería La Tablita",220ARS,in stock,wc_post_id_4140,https://latablita.com.ar/carrito/?add-to-cart=4140,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,220ARS,new,published,,
wc_post_id_4139,"Snowdonia Ingles Con Aroma a Humo","Queso Cheddar Ingles saborizado con aroma a humo 
 
Hormita de 200 gramos",https://latablita.com.ar/wp-content/uploads/2019/11/foto-56-scaled.jpg,https://latablita.com.ar/tienda/snowdonia-ingles-con-aroma-a-humo/,"Quesos, Semi Duros","Fiambrería La Tablita",1600ARS,in stock,wc_post_id_4139,https://latablita.com.ar/carrito/?add-to-cart=4139,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1600ARS,new,published,,
wc_post_id_4138,"Snowdonia Ingles Con Hierbas","Queso Cheddar Ingles saborizado con Hierbas, Ajo y Especias 
 
hormita de 200 gramos",https://latablita.com.ar/wp-content/uploads/2019/11/foto-56-scaled.jpg,https://latablita.com.ar/tienda/snowdonia-ingles-con-hierbas/,"Quesos, Semi Duros","Fiambrería La Tablita",1600ARS,in stock,wc_post_id_4138,https://latablita.com.ar/carrito/?add-to-cart=4138,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1600ARS,new,published,,
wc_post_id_4029,"Saint Maurren","Cremoso de La Patagonia 
 
con aroma y de cascara lavada 
 
By Ventimiglia 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/06/Saint-MAureen.jpg,https://latablita.com.ar/tienda/saint-maurren/,"Quesos, Brie","Fiambrería La Tablita",780ARS,in stock,wc_post_id_4029,https://latablita.com.ar/carrito/?add-to-cart=4029,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,780ARS,new,published,,
wc_post_id_3980,"SUPER BOX DE SABORES","BOX SUPER DÍA DEL PADRE 
 
Se viene el lanzamiento de un box súper novedoso para que sorprendas a papá con increíbles sabores de La Tablita. Quesos y Fiambres haciendo deliciosas combinaciones de quesos y sabores dulces, para que pase un día maravilloso. 
 
Te contamos un poquito de la Box 
 
  CAMEMBERT FOURRE, sin dudas desde su lanzamiento causo furor! Es un camembert afinado con mascarpone, miel y nueces.  200 gramos 
  PATAGONZOLA, el famoso gorgonzola de la Patagonia, con un 30% de leche de oveja y un 70% de vaca     150 gramos 
  Comte, Emethal afinado, Añejo y picantito 200 gramos 
  Cantal, al estilo Frances, Intenso  200 gramos 
  Gorgonzola con Pistachio 120 gramos 
  Brie relleno (rellenos con cascaritas de naranja, cramberrys o damasco) 200 gramos 
  Salame Dunkel a base de chocolate con nuez 100 gramos 
  Salame Cítrico, elabora a base de limón y naranja, relleno de pistachos  100 gramos 
  Lomo Embuchado 100 gramos 
  Lomo canadiense 100 gramos 
  Chistorra 150 gramos 
  Dip para combinar con quesos con Chutney y Mermelada 
  Mix de Chocolates Artesanales para coronar el box 
 
  
 
¡Encárgala con antelación que es hasta agotar stock y sorprende a papá en su día!",https://latablita.com.ar/wp-content/uploads/2021/06/dia-del-padre.jpg,https://latablita.com.ar/tienda/super-box-dia-del-padre/,"Box","Fiambrería La Tablita",7750ARS,in stock,wc_post_id_3980,https://latablita.com.ar/carrito/?add-to-cart=3980,"https://latablita.com.ar/wp-content/uploads/2021/06/dai-del-padre-3.jpg,https://latablita.com.ar/wp-content/uploads/2021/06/dia-del-padre-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7750ARS,new,published,,
wc_post_id_3962,"BOX SABORES","BOX DÍA DEL PADRE 
 
Nos lo venían pidiendo y se viene el lanzamiento de un box súper novedoso para que sorprendas a papá con increíbles sabores de La Tablita. Quesos y Fiambres para que pase un día maravilloso. 
 
Te contamos un poquito de la Box 
 
  CAMEMBERT FOURRE, sin dudas desde su lanzamiento causo furor! Es un camembert afinado con mascarpone, miel y nueces. 200 gramos 
  PATAGONZOLA, el famoso gorgonzola de la Patagonia, con un 30% de leche de oveja y un 70% de vaca  150 gramos 
  FONTINA La Tablita, estacionado y muy sabroso 200 gramos 
  Salame a base de chocolate con nuez  o salame cítrico 100 gramos 
  Jamón Crudo La Tablita 100 gramos 
  MORBIER 200 gramos 
  Bruschettas con oliva y hierbas 
  Mix de Chocolates Artesanales para coronar el box 
 
Ideal acompáñalo con un buen vino, para maridar estos quesos! 
 
¡Encárgala con antelación que es hasta agotar stock y sorprende a papá en su día!",https://latablita.com.ar/wp-content/uploads/2021/06/BOX-DIA-DEL-PADRE-2.jpg,https://latablita.com.ar/tienda/box-dia-del-padre/,"Box","Fiambrería La Tablita",3950ARS,in stock,wc_post_id_3962,https://latablita.com.ar/carrito/?add-to-cart=3962,"https://latablita.com.ar/wp-content/uploads/2021/06/BOX-DIA-DEL-PADRE-1.jpg,https://latablita.com.ar/wp-content/uploads/2021/06/BOX-DIA-DEL-PADRE-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3950ARS,new,published,,
wc_post_id_3886,"Chorizo Alemán","Chorizos cocidos tipo Aleman 
 
Knack 
 
Cantidad 2 unidades",https://latablita.com.ar/wp-content/uploads/2021/05/chorizo-aleman.jpg,https://latablita.com.ar/tienda/chorizo-aleman/,"Fiambres","Fiambrería La Tablita",399ARS,in stock,wc_post_id_3886,https://latablita.com.ar/carrito/?add-to-cart=3886,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,399ARS,new,published,,
wc_post_id_3884,"Andes Negra","cerveza andes negra",https://latablita.com.ar/wp-content/uploads/2021/05/andes-negra.jpg,https://latablita.com.ar/tienda/andes-negra/,"Vinos y Cervezas","Fiambrería La Tablita",135ARS,in stock,wc_post_id_3884,https://latablita.com.ar/carrito/?add-to-cart=3884,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,135ARS,new,published,,
wc_post_id_3882,"Erdinger Dunkel","Cerveza de Trigo Extra Negra Alemana",https://latablita.com.ar/wp-content/uploads/2021/05/erdinger-1.jpg,https://latablita.com.ar/tienda/erdinger-dunkel/,"Vinos y Cervezas","Fiambrería La Tablita",450ARS,in stock,wc_post_id_3882,https://latablita.com.ar/carrito/?add-to-cart=3882,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,450ARS,new,published,,
wc_post_id_3880,"Erdinger Weibbier","Cerveza de Trigo Extra Rubia Alemana",https://latablita.com.ar/wp-content/uploads/2021/05/erdingel-2.jpg,https://latablita.com.ar/tienda/erdinger-weibbier/,"Vinos y Cervezas","Fiambrería La Tablita",450ARS,in stock,wc_post_id_3880,https://latablita.com.ar/carrito/?add-to-cart=3880,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,450ARS,new,published,,
wc_post_id_3877,"Queso Azul Aleman","Queso Azul Alemán Grand Noir, es un queso azul de leche de vaca elaborado en Alemania. Su característica principal es un queso muy suave y cremoso, que se derrite en la boca al instante. 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/Queso-Azul-Aleman.jpg,https://latablita.com.ar/tienda/queso-azul-aleman/,"Quesos, Azules","Fiambrería La Tablita",1398ARS,out of stock,wc_post_id_3877,https://latablita.com.ar/carrito/?add-to-cart=3877,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1398ARS,new,published,,
wc_post_id_3863,"Queso Gouda","Queso Gouda suave de Tandil 
 
cantidad 300 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/gouda.jpg,https://latablita.com.ar/tienda/queso-gouda/,"Quesos, Blandos","Fiambrería La Tablita",450ARS,in stock,wc_post_id_3863,https://latablita.com.ar/carrito/?add-to-cart=3863,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,450ARS,new,published,,
wc_post_id_3861,"Parra de Cabra","Queso de Cabra, afinado con pimentón y cubierto con hojas de parra 
 
Su estacionalidad varia con la intensidad del queso. 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/Parra-de-Cabra.jpg,https://latablita.com.ar/tienda/parra-de-cabra/,"Quesos, Cabra","Fiambrería La Tablita",640ARS,in stock,wc_post_id_3861,https://latablita.com.ar/carrito/?add-to-cart=3861,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,640ARS,new,published,,
wc_post_id_3859,"Sandwich Gourmet de Salame de Campo","Sandwich gourmet de salame picado grueso, queso de campo, tomates confitados, rúcula y cremita con cibulette",https://latablita.com.ar/wp-content/uploads/2021/05/sandwich-salame-de-campo.jpg,https://latablita.com.ar/tienda/sandwich-gourmet-de-salame-de-campo/,"Sandwiches","Fiambrería La Tablita",400ARS,in stock,wc_post_id_3859,https://latablita.com.ar/carrito/?add-to-cart=3859,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,400ARS,new,published,,
wc_post_id_3855,"Romanito","Romanito 
 
Queso estilo Parmesano Romano, Estacionado y muy sabroso 
 
cantidadn 300 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/romanito.jpg,https://latablita.com.ar/tienda/romanito/,"Quesos, Duros","Fiambrería La Tablita",597ARS,in stock,wc_post_id_3855,https://latablita.com.ar/carrito/?add-to-cart=3855,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,597ARS,new,published,,
wc_post_id_3852,"Jamón Crudo Speck- Alpino","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2021/05/crudo-speck.jpg,https://latablita.com.ar/tienda/jamon-crudo-speck-alpino/?attribute_pa_peso=02-200-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",798ARS,in stock,wc_post_id_3850,https://latablita.com.ar/carrito/?add-to-cart=3850&variation_id=3852&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,798ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
wc_post_id_3851,"Jamón Crudo Speck- Alpino","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2021/05/crudo-speck.jpg,https://latablita.com.ar/tienda/jamon-crudo-speck-alpino/?attribute_pa_peso=01-100-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",399ARS,in stock,wc_post_id_3850,https://latablita.com.ar/carrito/?add-to-cart=3850&variation_id=3851&attribute_pa_peso=01-100-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,399ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:01 - 100 grs"
wc_post_id_3853,"Jamón Crudo Speck- Alpino","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2021/05/crudo-speck.jpg,https://latablita.com.ar/tienda/jamon-crudo-speck-alpino/?attribute_pa_peso=03-300-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",1197ARS,in stock,wc_post_id_3850,https://latablita.com.ar/carrito/?add-to-cart=3850&variation_id=3853&attribute_pa_peso=03-300-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1197ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_3798,"Leberwurst Común","Leberwurst Común de Tripa 
 
cantidad 250 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/leber.jpg,https://latablita.com.ar/tienda/leberwurst-comun/,"Fiambres","Fiambrería La Tablita",200ARS,in stock,wc_post_id_3798,https://latablita.com.ar/carrito/?add-to-cart=3798,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,200ARS,new,published,,
wc_post_id_3797,"Leberwurst con Panceta y Hierbas","Leberwurst con Hierbas y Panceta 
 
Higado de Cerdo Natural 
 
cantidad 250 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/leber.jpg,https://latablita.com.ar/tienda/leberwurst-con-panceta-y-hierbas/,"Fiambres","Fiambrería La Tablita",400ARS,in stock,wc_post_id_3797,https://latablita.com.ar/carrito/?add-to-cart=3797,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,400ARS,new,published,,
wc_post_id_3796,"Leberwurst Trufado","Leberwurst Trufado 
 
Hígado de Cerdo Natural 
 
Cantidad 250 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/leber.jpg,https://latablita.com.ar/tienda/leberwurst-trufado/,"Fiambres","Fiambrería La Tablita",400ARS,in stock,wc_post_id_3796,https://latablita.com.ar/carrito/?add-to-cart=3796,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,400ARS,new,published,,
wc_post_id_3794,"Leberwurst Ahumado","Leberwurst Ahumado 
 
Higado de Cerdo Natural 
 
cantidad 250 gramos",https://latablita.com.ar/wp-content/uploads/2021/05/leber.jpg,https://latablita.com.ar/tienda/leberwurst-ahumado/,"Fiambres","Fiambrería La Tablita",400ARS,in stock,wc_post_id_3794,https://latablita.com.ar/carrito/?add-to-cart=3794,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,400ARS,new,published,,
wc_post_id_3745,"Box Confiture-Queso","Confiture-Queso 
 
Presentamos este BOX, donde vamos a disfrutar las combinaciones de deliciosos quesos con diferentes alternativas para maridar. 
 
Viví una experiencia nueva de sabores con La Tablita 
 
  Blue Brie 
  Queso Traslasierra Dos Leches (leche de vaca y cabra) 200 gr 
  Camembert 
  Queso Tomme 200 gr 
  Queso Feta de vaca marinado con limón, menta y romero 200 gr 
 
Marida los quesos con: 
 
  Miel 
  Chutney 
  Mermelada del Sur 
  Damascos y Nueces",https://latablita.com.ar/wp-content/uploads/2021/04/box-agri-4.jpg,https://latablita.com.ar/tienda/box-confiture-queso/,"Box","Fiambrería La Tablita",3750ARS,in stock,wc_post_id_3745,https://latablita.com.ar/carrito/?add-to-cart=3745,"https://latablita.com.ar/wp-content/uploads/2021/04/box-agri-3.jpg,https://latablita.com.ar/wp-content/uploads/2021/04/box-agri-2.jpg,https://latablita.com.ar/wp-content/uploads/2021/04/box-agri.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3750ARS,new,published,,
wc_post_id_3733,"Patagonzola","Patagonzola 
 
El Queso Azul de la Patagonia 
 
Elaborado con leche de vaca jersey y leche de oveja 
 
cantidad 200 gramos",https://latablita.com.ar/wp-content/uploads/2021/04/patagonzola.jpg,https://latablita.com.ar/tienda/patagonzola/,"Quesos, Azules","Fiambrería La Tablita",998ARS,in stock,wc_post_id_3733,https://latablita.com.ar/carrito/?add-to-cart=3733,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,998ARS,new,published,,
wc_post_id_3731,"Jamón Crudo San Daniele","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2021/04/crudo-san-danielle.jpg,https://latablita.com.ar/tienda/jamon-crudo-san-daniele/?attribute_pa_peso=03-300-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",3300ARS,in stock,wc_post_id_3728,https://latablita.com.ar/carrito/?add-to-cart=3728&variation_id=3731&attribute_pa_peso=03-300-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3300ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_3730,"Jamón Crudo San Daniele","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2021/04/crudo-san-danielle.jpg,https://latablita.com.ar/tienda/jamon-crudo-san-daniele/?attribute_pa_peso=02-200-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",2200ARS,in stock,wc_post_id_3728,https://latablita.com.ar/carrito/?add-to-cart=3728&variation_id=3730&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2200ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
wc_post_id_3729,"Jamón Crudo San Daniele","Peso: 01 - 100 grs",https://latablita.com.ar/wp-content/uploads/2021/04/crudo-san-danielle.jpg,https://latablita.com.ar/tienda/jamon-crudo-san-daniele/?attribute_pa_peso=01-100-grs,"Fiambres, Jamón Crudo","Fiambrería La Tablita",1100ARS,in stock,wc_post_id_3728,https://latablita.com.ar/carrito/?add-to-cart=3728&variation_id=3729&attribute_pa_peso=01-100-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1100ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:01 - 100 grs"
wc_post_id_3724,"Parmesano Grana 18 meses","Parmesano Grana estacionado a ¡18 meses! 
 
Caracterizado por su sabor y aroma. 
 
Ideal para maridar con un vino, como también para acompañar tus pastas. 
 
Cantidad 300 gramos",https://latablita.com.ar/wp-content/uploads/2021/04/parmesano-grana.jpg,https://latablita.com.ar/tienda/parmesano-grana-18-meses-de-estacionamiento/,"Quesos, Duros","Fiambrería La Tablita",810ARS,in stock,wc_post_id_3724,https://latablita.com.ar/carrito/?add-to-cart=3724,"https://latablita.com.ar/wp-content/uploads/2021/04/parmesano-grana-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,810ARS,new,published,,
wc_post_id_3722,"Jamón Cocido Italiano","Peso: 03 - 300 grs",https://latablita.com.ar/wp-content/uploads/2021/04/cocido-italiano.jpg,https://latablita.com.ar/tienda/jamon-cocido-italiano/?attribute_pa_peso=03-300-grs,"Cocidos, Fiambres","Fiambrería La Tablita",1650ARS,in stock,wc_post_id_3719,https://latablita.com.ar/carrito/?add-to-cart=3719&variation_id=3722&attribute_pa_peso=03-300-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1650ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:03 - 300 grs"
wc_post_id_3721,"Jamón Cocido Italiano","Peso: 02 - 200 grs",https://latablita.com.ar/wp-content/uploads/2021/04/cocido-italiano.jpg,https://latablita.com.ar/tienda/jamon-cocido-italiano/?attribute_pa_peso=02-200-grs,"Cocidos, Fiambres","Fiambrería La Tablita",1100ARS,in stock,wc_post_id_3719,https://latablita.com.ar/carrito/?add-to-cart=3719&variation_id=3721&attribute_pa_peso=02-200-grs,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1100ARS,new,published,,"peso:01 - 100 grs/02 - 200 grs/03 - 300 grs:02 - 200 grs"
